1 10.68
2 10.65
3 10.73
4 10.60
5 17.68
6 17.62
7 17.78
8 19.00
9 24.10
10 23.77
11 23.73
12 23.82
13 23.70
14 23.69
15 27.56
16 30.36
17 29.73
18 29.61
19 28.09
20 28.25
21 28.55
22 29.27
23 28.40
24 27.88
25 27.77
26 27.91
27 27.86
28 27.53
29 29.28
30 29.47
31 30.95
32 30.43
